user_id,book_id,rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,user_ratings,book_ratings
78448,0345409973,8,The Cobra Event,Richard Preston,1998,Ballantine Books,76,30
78448,0345425308,7,Violin,Anne Rice,1999,Ballantine Books,76,21
78448,038542017X,7,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,76,57
78448,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,76,200
78448,0393307050,10,Master and Commander (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton &amp; Company,76,18
78448,0425083837,8,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group,76,48
78448,0425116840,8,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,76,41
78448,0425119653,8,Mutation,Robin Cook,1991,Berkley Publishing Group,76,30
78448,0425131769,8,Vital Signs,Robin Cook,2001,Berkley Publishing Group,76,15
78448,0425136191,8,Blindsight,Robin Cook,1993,Berkley Publishing Group,76,19
78448,0425140032,8,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,76,29
78448,0425158594,7,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,76,26
78448,0425169863,9,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,76,69
78448,0440224764,9,The Partner,John Grisham,1998,Dell Publishing Company,76,143
78448,0440235162,8,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,76,66
78448,0446519138,8,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,76,49
78448,0449300021,10,Les Miserables,VICTOR HUGO,1982,Fawcett,76,14
78448,0452260116,8,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,76,53
78448,0553260111,8,The Bourne Identity,Robert Ludlum,1984,Bantam Books,76,74
78448,0553273914,8,The House of the Spirits,Isabel Allende,1986,Bantam Books,76,65
78448,0553278118,9,Doctors,Erich Segal,1989,Bantam Books,76,13
78448,0553573926,9,Vertical Run,Joseph R. Garber,1996,Bantam Books,76,18
78448,0670894370,10,A Common Life : The Wedding Story (The Mitford Years),Jan Karon,2001,Viking Books,76,11
78448,0671026011,8,The Empty Chair,Jeffery Deaver,2001,Pocket,76,33
78448,0671525743,8,Night Whispers,Judith McNaught,1999,Pocket,76,31
78448,0671726889,8,CUCKOO'S EGG,Clifford Stoll,1990,Pocket,76,21
78448,0671729411,9,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket,76,37
78448,067976402X,8,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,76,256
78448,0684865742,8,Tis: A Memoir,Frank McCourt,2000,Scribner,76,52
78553,006440188X,10,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy,230,20
78553,0345272579,10,The Hobbit,J. R. R. Tolkien,1977,Ballantine Books,230,13
78553,0345316002,10,Killashandra,Anne McCaffrey,1993,Del Rey Books,230,15
78553,0345339495,10,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books,230,23
78553,0345418794,10,Dragonseye,Anne McCaffrey,1998,Del Rey Books,230,11
78553,0345423399,10,A Kiss of Shadows (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,2000,Del Rey,230,12
78553,034544356X,10,"Seduced By Moonlight (Hamilton, Laurell K)",LAURELL K. HAMILTON,2004,Ballantine Books,230,13
78553,0380400634,10,The Enchanted Land,Jude Deveraux,1978,Avon,230,12
78553,0380702843,9,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,230,21
78553,0380709562,10,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,1992,HarperTrophy,230,18
78553,0380752999,10,Defy Not The Heart,Johanna Lindsey,1989,Avon,230,12
78553,0380753014,10,Warrior's Woman,Johanna Lindsey,1999,Avon,230,15
78553,0380753022,9,Gentle Rogue (Malory Novels (Paperback)),Johanna Lindsey,1990,Avon,230,15
78553,0380756269,10,Man of My Dreams (Sherring Cross (Paperback)),Johanna Lindsey,1992,Avon,230,11
78553,0380756285,10,Angel,Johanna Lindsey,1992,Avon,230,12
78553,0380756293,10,The Magic of You (Malory Novels (Paperback)),Johanna Lindsey,1993,Avon,230,19
78553,0380757478,10,Fires of Winter,Johanna Lindsey,2002,Avon,230,11
78553,0380762560,10,Surrender My Love,Johanna Lindsey,1994,Avon,230,11
78553,0380774933,10,Keeper of the Heart,Johanna Lindsey,1993,Avon,230,12
78553,0380871556,10,A Gentle Feuding,Johanna Lindsey,1984,Avon,230,10
78553,0380896931,10,Tender Is the Storm,Johanna Lindsey,1985,Avon,230,12
78553,0395177111,10,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,230,18
78553,0399144463,9,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),230,90
78553,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,230,126
78553,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,230,141
78553,0439139597,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,230,137
78553,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,230,206
78553,0440472431,10,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,1980,Bantam Doubleday Dell,230,13
78553,044048474X,10,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling,230,22
78553,0446515078,6,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,230,23
78553,0446608122,8,The Edge of Town,Dorothy Garlock,2002,Warner Books,230,16
78553,0451205561,8,The Chocolate Cat Caper,Joanna Carl,2002,Signet Book,230,12
78553,0451402065,9,Earth Song,Catherine Coulter,1990,Onyx Books,230,10
78553,0451456521,10,Lady of Avalon,Marion Zimmer Bradley,1998,Roc,230,22
78553,0515107662,9,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,1996,Jove Books,230,18
78553,0515111317,9,The Heiress Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,230,15
78553,0515119652,10,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,Nora Roberts,1996,Jove Books,230,11
78553,0515130389,10,Carolina Moon,Nora Roberts,2001,Jove Books,230,61
78553,0517580497,9,Plains of Passage (Earth's Children),Jean M. Auel,1990,Random House Inc,230,21
78553,0553258524,10,Dragonsong (Harper Hall Trilogy),Anne McCaffrey,1977,Bantam,230,17
78553,0553285785,10,Public Secrets,Nora Roberts,1990,Bantam,230,14
78553,0553294903,10,Divine Evil,NORA ROBERTS,1992,Bantam,230,22
78553,0553296981,10,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam,230,77
78553,055358099X,10,Cloud Nine,Luanne Rice,2000,Bantam Books,230,22
78553,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,230,119
78553,0609610597,9,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown,230,58
78553,0671003593,10,An Angel for Emily,Jude Deveraux,1998,Pocket,230,19
78553,0671036505,9,The Vineyard,Barbara Delinsky,2001,Pocket Books,230,36
78553,067168972X,10,The Duchess,Jude Deveraux,1992,Pocket,230,12
78553,0671705091,10,A Knight in Shining Armor,Jude Deveraux,1990,Pocket,230,24
78553,0671737791,9,The Bride,Julie Garwood,1991,Pocket Star,230,15
78553,0671739735,10,Velvet Angel,Jude Deveraux,1991,Pocket,230,12
78553,0671739743,10,The Velvet Promise,Jude Deveraux,1991,Pocket,230,12
78553,0671744623,10,The Heiress,Jude Deveraux,1995,Pocket,230,11
78553,0821766570,10,The Guest List,Fern Michaels,2000,Zebra Books,230,10
78553,0875421180,10,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications,230,32
78553,087542791X,9,To Ride a Silver Broomstick: New Generation Witchcraft,Silver Ravenwolf,1993,Llewellyn Publications,230,18
78783,0060922532,8,Pigs in Heaven,Barbara Kingsolver,1994,Perennial,122,53
78783,0060987529,5,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,122,99
78783,0140293248,7,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,122,165
78783,0312423799,8,Dry : A Memoir,Augusten Burroughs,2004,Picador,122,13
78783,0316168815,9,The Lovely Bones,Alice Sebold,2004,Back Bay Books,122,44
78783,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",122,707
78783,0345423291,10,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999,Ballantine Books,122,32
78783,0345443284,8,While I Was Gone,Sue Miller,1999,Ballantine Books,122,138
78783,0345445848,10,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,122,49
78783,0373790899,7,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,2003,Harlequin,122,13
78783,0373835876,7,Simply Sinful (Simply (Harlequin)),Carly Phillips,2003,Harlequin,122,10
78783,0380718340,9,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,122,80
78783,0380727293,8,Dr. Atkins' New Diet Revolution,Robert C. Atkins,1997,Avon Books,122,19
78783,038079487X,8,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,122,98
78783,0385318782,9,Talk Before Sleep,Elizabeth Berg,1997,Dell,122,25
78783,0385335482,8,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,122,163
78783,0385335881,9,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,122,89
78783,0385336179,9,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,122,68
78783,0385720106,9,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,122,111
78783,0425147622,10,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,122,81
78783,0425163407,9,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,122,72
78783,0425169863,10,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,122,69
78783,0425172546,9,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,122,52
78783,0425192725,10,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,122,54
78783,042519485X,7,Undead and Unwed (Berkley Sensation),Mary Janice Davidson,2004,Berkley Publishing Group,122,14
78783,0440215625,10,Dragonfly in Amber,DIANA GABALDON,1993,Dell,122,70
78783,0440222656,9,The Horse Whisperer,Nicholas Evans,1996,Dell,122,140
78783,044022425X,10,Drums of Autumn,DIANA GABALDON,1997,Dell,122,33
78783,0440235154,8,Where You Belong,Barbara Taylor Bradford,2000,Dell Publishing Company,122,12
78783,0440235596,9,Tara Road,Maeve Binchy,2000,Dell Publishing Company,122,95
78783,0446610399,8,The Rescue,Nicholas Sparks,2001,Warner Books,122,89
78783,0449221482,7,J Is for Judgment,Sue Grafton,1999,Fawcett Books,122,55
78783,0449221490,8,L Is for Lawless,Sue Grafton,1996,Fawcett Books,122,47
78783,0449223604,9,M Is for Malice,Sue Grafton,1998,Fawcett Books,122,45
78783,0449907481,7,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,122,74
78783,0451166892,10,The Pillars of the Earth,Ken Follett,1996,Signet Book,122,87
78783,0451205561,8,The Chocolate Cat Caper,Joanna Carl,2002,Signet Book,122,12
78783,0452281903,10,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,122,39
78783,0452285186,9,The Book of Bunny Suicides,Andy Riley,2003,Plume Plume,122,13
78783,0553566040,9,Missing Joseph,Elizabeth George,1994,Bantam Books,122,20
78783,0671036505,10,The Vineyard,Barbara Delinsky,2001,Pocket Books,122,36
78783,0671042505,8,The Last Chance Cafe : A Novel,Linda Lael Miller,2002,Atria,122,10
78783,0671042572,8,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,122,42
78783,0671693816,8,Wifey,Judy Blume,1989,Pocket,122,56
78783,0671727583,7,Smart Women,Judy Blume,1990,Pocket Books,122,30
78783,0684853515,7,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner,122,50
78783,0684872153,9,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,122,136
78783,0743203631,8,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,122,58
78783,0767915054,8,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books,122,39
78783,0802139868,4,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press,122,15
78783,080411868X,7,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,122,60
78783,0805019375,8,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,122,33
78783,0805063897,9,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,122,134
78783,0836220870,9,"Hound Of The Far Side (Far Side Books, Collection No 7)",Gary Larson,1987,Andrews McMeel Publishing,122,15
78783,089480829X,9,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,122,64
78783,1558743669,10,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,122,134
78783,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,122,70
78783,1573225789,8,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books,122,92
78834,0060256672,10,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins,140,25
78834,0060256737,10,A Light in the Attic,Shel Silverstein,1981,HarperCollins,140,22
78834,0064472272,10,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,140,57
78834,0140088393,10,"Son of \It Was a Dark and Stormy Night\"": More of the Best (? from the Bulwer-Lytton Contest)""",Scott Rice,1986,Penguin USA,140,10
78834,014023828X,10,The Tortilla Curtain,T. Coraghessan Boyle,1996,Penguin Books,140,23
78834,0140268863,10,The Odyssey,Robert Fagles,1999,Penguin USA (Paper),140,11
78834,014028009X,7,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,140,131
78834,0140440224,5,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,Penguin USA (Paper),140,14
78834,0142000221,10,Cause Celeb,Helen Fielding,2002,Penguin Books,140,15
78834,031242227X,7,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,140,76
78834,0316769487,10,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",140,243
78834,0316776963,10,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,140,159
78834,0316777730,6,Naked,David Sedaris,1998,Back Bay Books,140,67
78834,0345342569,10,Shoeless Joe,W. P. Kinsella,1989,Ballantine Books,140,19
78834,0345440145,10,I'm the One That I Want,Margaret Cho,2002,Ballantine Books,140,13
78834,0375701907,8,Straight Man : A Novel (Vintage Contemporaries),RICHARD RUSSO,1998,Vintage,140,28
78834,0375703055,7,Ellen Foster,Kaye Gibbons,1997,Vintage Books,140,73
78834,0375760911,8,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,140,50
78834,0380002930,10,Watership Down,Richard Adams,1976,Avon,140,100
78834,038070613X,10,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,Avon,140,18
78834,0385314280,10,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996,Delta,140,11
78834,0385333412,7,Dating Big Bird,Laura Zigman,2001,Delta,140,22
78834,0385484011,6,Bitch: In Praise of Difficult Women,Elizabeth Wurtzel,1999,Anchor Books/Doubleday,140,16
78834,0399140557,10,Practical Magic,Alice Hoffman,1995,Putnam Pub Group,140,14
78834,0399145990,10,The River King,Alice Hoffman,2000,Putnam Publishing Group,140,22
78834,0399501487,10,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,140,108
78834,042513699X,8,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,140,26
78834,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,140,206
78834,0439425220,10,Harry Potter and the Chamber of Secrets Postcard Book,J. K. Rowling,2002,Scholastic,140,23
78834,0440419468,10,Holes,LOUIS SACHAR,2003,Yearling,140,19
78834,0446532231,10,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,140,89
78834,0449911519,10,Secret History : A Novel,DONNA TARTT,1996,Ballantine Books,140,48
78834,0451191145,10,Atlas Shrugged,Ayn Rand,1996,Signet Book,140,58
78834,0451526341,10,Animal Farm,George Orwell,2004,Signet,140,92
78834,0452282934,6,Backpack,Emily Barr,2002,Plume Books,140,14
78834,0525946756,7,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,2002,Dutton Books,140,10
78834,0553573616,5,My Point...And I Do Have One,ELLEN DEGENERES,1996,Bantam,140,23
78834,0590634275,10,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999,Scholastic,140,19
78834,0609601032,10,Douglas Adams's Starship Titanic,Terry Jones,1997,Random House Inc,140,11
78834,0671525808,10,So Long and Thanks for all the Fish,Douglas Adams,1985,Pocket,140,15
78834,0671693816,8,Wifey,Judy Blume,1989,Pocket,140,56
78834,0671727796,10,The Color Purple,Alice Walker,1990,Pocket,140,69
78834,0679751521,7,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,140,64
78834,0689818769,10,Frindle,Andrew Clements,1998,Aladdin,140,17
78834,0743211375,10,From a Buick 8 : A Novel,Stephen King,2002,Scribner,140,59
78834,0743224574,10,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,140,50
78834,076791404X,8,She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,2003,Broadway,140,18
78834,0786817070,7,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,140,74
78834,0786867647,10,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,140,65
78834,0786886463,9,A Density of Souls,Christopher Rice,2001,Miramax,140,16
78834,0805062971,10,Fight Club,Chuck Palahniuk,1999,Owl Books,140,50
78834,0836204387,10,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995,Andrews McMeel Publishing,140,23
78834,0843947810,7,Santa Steps Out,Robert Devereaux,2000,Leisure Books,140,10
78834,0898159954,10,FAT!SO? : Because You Don't Have to Apologize for Your Size,Marilyn Wann,1999,Ten Speed Press,140,10
78834,1580082319,1,How Wal-Mart is Destroying America and The World and What You Can Do About It,Bill Quinn,2000,Ten Speed Press,140,11
78973,0028604199,9,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.,479,33
78973,0060958022,8,Five Quarters of the Orange,Joanne Harris,2002,Perennial,479,67
78973,0091842050,10,The Blue Day Book: A Lesson in Cheering Yourself Up,Bradley Trevor Greive,0,Random House Australia,479,11
78973,0140176616,9,Asta's Book,Barbara Vine,1994,Penguin Uk,479,12
78973,0140293469,6,High Fidelity,Nick Hornby,2000,Penguin Books Ltd,479,14
78973,0140298479,9,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,479,113
78973,0140620427,7,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,479,21
78973,0316666009,8,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,479,59
78973,0345384377,8,Sole Survivor,DEAN KOONTZ,1997,Ballantine Books,479,26
78973,034540761X,6,The Final Judgment,Richard North Patterson,1997,Ballantine Books,479,29
78973,0345413873,7,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,479,48
78973,0345413903,8,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,479,69
78973,0375504613,7,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,Random House,479,43
78973,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,479,80
78973,0385306032,7,Vanished,Danielle Steel,1993,Delacorte Press,479,11
78973,0385335881,9,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,479,89
78973,0385336179,9,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,479,68
78973,0385336810,9,Can You Keep a Secret?,Sophie Kinsella,2004,Dial Books,479,25
78973,0385494149,7,Enduring Love,Ian McEwan,1999,Anchor Books/Doubleday,479,13
78973,0385494246,6,Amsterdam : A Novel,IAN MCEWAN,1999,Anchor,479,32
78973,0385721234,10,Como Agua Para Chocolate/Like Water for Chocolate,Laura Esquivel,2001,Anchor Books/Doubleday,479,11
78973,0385729332,7,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press,479,42
78973,042510687X,7,Outbreak,Robin Cook,1991,Berkley Publishing Group,479,25
78973,0425119653,7,Mutation,Robin Cook,1991,Berkley Publishing Group,479,30
78973,042511984X,9,The Face of Fear,Dean R. Koontz,1996,Berkley Publishing Group,479,21
78973,0425125467,7,Harmful Intent,Robin Cook,2001,Berkley Publishing Group,479,16
78973,0425131769,7,Vital Signs,Robin Cook,2001,Berkley Publishing Group,479,15
78973,042513525X,8,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,479,47
78973,0425136191,7,Blindsight,Robin Cook,1993,Berkley Publishing Group,479,19
78973,0425140032,10,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,479,29
78973,0425142485,7,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,479,27
78973,0425144429,10,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,479,47
78973,0425145638,7,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,479,21
78973,0425151867,7,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,479,41
78973,0425155404,7,Invasion,Robin Cook,1997,Berkley Publishing Group,479,38
78973,0425155943,7,Contagion,Robin Cook,1998,Berkley Publishing Group,479,25
78973,0425166619,7,Toxin,Robin Cook,1999,Berkley Publishing Group,479,36
78973,0425180638,7,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,479,84
78973,042518109X,9,Whispers,Dean R. Koontz,2001,Berkley Publishing Group,479,21
78973,042518630X,7,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,479,33
78973,0425188809,10,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,479,20
78973,0439139600,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,479,110
78973,0440117437,7,Now and Forever,Danielle Steel,1978,Dell,479,12
78973,0440124344,7,Family Album,Danielle Steel,1989,Dell,479,14
78973,0440166497,7,Once in a Lifetime,Danielle Steel,1983,Dell,479,15
78973,0440168724,7,A Perfect Stranger,Danielle Steel,1983,Dell,479,16
78973,0440204208,7,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,Dell,479,22
78973,0440205573,7,Star,Danielle Steel,1990,Dell,479,12
78973,0440208459,7,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,479,17
78973,0440210690,7,Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,479,19
78973,0440213282,7,No Greater Love,Danielle Steel,1992,Dell,479,26
78973,0440213991,7,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company,479,16
78973,0440214114,7,Mixed Blessings,DANIELLE STEEL,1993,Dell,479,15
78973,0440221501,7,Lightning,DANIELLE STEEL,1996,Dell,479,12
78973,0440222028,7,Simisola,Ruth Rendell,1996,Dell,479,23
78973,0440222842,7,Five Days in Paris,DANIELLE STEEL,1997,Dell,479,20
78973,0440223237,7,Malice,DANIELLE STEEL,1997,Dell,479,13
78973,0440234743,7,The Testament,John Grisham,1999,Dell,479,169
78973,0440236169,8,Birdman,Mo Hayder,2000,Dell Publishing Company,479,22
78973,0440241413,9,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,479,41
78973,0446359750,7,Devices and Desires,Phyllis White,1991,Warner Books,479,16
78973,0446525537,7,A Walk to Remember,Nicholas Sparks,1999,Warner Books,479,40
78973,0446527793,8,The Guardian,Nicholas Sparks,2003,Warner Books,479,32
78973,0446602345,7,Original Sin,Phyllis White,1996,Warner Books,479,14
78973,0446604801,7,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,479,68
78973,0446605484,8,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,479,85
78973,0446609404,8,Cradle and All,James Patterson,2001,Warner Vision,479,63
78973,0446609617,7,Standoff,Sandra Brown,2001,Warner Vision,479,22
78973,0446609781,8,Beneath the Skin,Nicci French,2001,Warner Books,479,15
78973,0446610399,7,The Rescue,Nicholas Sparks,2001,Warner Books,479,89
78973,0446611212,8,Violets Are Blue,James Patterson,2002,Warner Vision,479,92
78973,0446611867,7,A Bend in the Road,Nicholas Sparks,2002,Warner Books,479,109
78973,0446613266,7,Four Blind Mice,James Patterson,2003,Warner Books,479,44
78973,0446676098,8,The Notebook,Nicholas Sparks,1999,Warner Books,479,30
78973,0451141083,7,Mindbend,Robin Cook,2001,Signet Book,479,19
78973,0451167317,7,The Dark Half,Stephen King,1994,Signet Book,479,68
78973,0451170113,7,Night Shift,Stephen King,1994,Signet Book,479,18
78973,0451176464,9,Gerald's Game,Stephen King,2001,Signet Book,479,68
78973,0451177096,7,Dolores Claiborne,Stephen King,2004,Signet Book,479,60
78973,0451184963,8,Insomnia,Stephen King,1995,Signet Book,479,81
78973,0451213599,7,Four Past Midnight,Stephen King,2004,Signet Book,479,10
78973,0452281679,7,Simply Divine,Wendy Holden,2000,Plume Books,479,20
78973,0515120456,8,The Dark Room,Minette Walters,1997,Jove Books,479,17
78973,0515122564,7,The Echo,Minette Walters,1998,Jove Books,479,13
78973,0515128821,8,The Breaker,Minette Walters,2000,Jove Books,479,18
78973,0552998486,8,Chocolat,Joanne Harris,2000,Black Swan,479,53
78973,0553213105,7,Pride and Prejudice,Jane Austen,1981,Bantam,479,42
78973,0553273914,8,The House of the Spirits,Isabel Allende,1986,Bantam Books,479,65
78973,0553292722,7,Still Waters,TAMI HOAG,1992,Bantam,479,43
78973,0553295772,6,Extreme Measures,Michael Palmer,1992,Bantam Books,479,27
78973,055356160X,6,Cry Wolf,TAMI HOAG,1993,Bantam,479,37
78973,0553561618,6,Dark Paradise,TAMI HOAG,1994,Bantam,479,41
78973,055356451X,7,Night Sins,TAMI HOAG,1995,Bantam,479,56
78973,0553564528,7,Guilty as Sin,TAMI HOAG,1997,Bantam,479,36
78973,0553568760,7,Natural Causes,Michael Palmer,1995,Bantam Books,479,22
78973,0553569031,7,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam,479,26
78973,0553569783,7,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,479,15
78973,055357227X,6,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam,479,26
78973,0553578022,7,The Face of Deception,Iris Johansen,1999,Bantam Books,479,46
